from,to,iou
ON081001_1901,ON090001_1911,1.0
ON081002_1901,ON090002_1911,1.0
ON081005_1901,ON090004_1911,1.0
ON081007_1901,ON090006_1911,1.0
ON043001_1901,ON092001_1911,1.0
ON084002_1901,ON092005_1911,1.0
ON043004_1901,ON092009_1911,1.0
ON084004_1901,ON092010_1911,1.0
ON084008_1901,ON092013_1911,0.9933
ON043015_1901,ON092014_1911,1.0
ON085002_1901,ON093002_1911,1.0
ON085003_1901,ON093003_1911,1.0
ON085005_1901,ON093007_1911,1.0
ON085007_1901,ON093008_1911,1.0
ON087003_1901,ON095002_1911,0.9807
ON089004_1901,ON095004_1911,0.9942
ON090001_1901,ON096001_1911,1.0
ON088002_1901,ON096002_1911,1.0
ON089003_1901,ON096003_1911,1.0
ON088005_1901,ON096004_1911,1.0
ON089001_1901,ON097001_1911,1.0
ON089002_1901,ON097002_1911,1.0
ON090002_1901,ON097003_1911,1.0
ON090005_1901,ON097004_1911,1.0
ON090006_1901,ON097005_1911,1.0
ON091002_1901,ON098001_1911,1.0
ON091004_1901,ON098002_1911,1.0
ON091006_1901,ON098003_1911,1.0
ON091008_1901,ON098004_1911,1.0
ON091016_1901,ON098006_1911,1.0
ON091042_1901,ON098018_1911,1.0
ON091044_1901,ON098019_1911,1.0
ON091045_1901,ON098020_1911,1.0
ON091049_1901,ON098021_1911,1.0
ON092008_1901,ON099012_1911,0.9886
ON092010_1901,ON099022_1911,1.0
ON092011_1901,ON099024_1911,1.0
ON092012_1901,ON099025_1911,1.0
ON092025_1901,ON099057_1911,1.0
ON092031_1901,ON099079_1911,1.0
ON094001_1901,ON100001_1911,1.0
ON094002_1901,ON100002_1911,1.0
ON093003_1901,ON100003_1911,1.0
ON093005_1901,ON100004_1911,1.0
ON093007_1901,ON100007_1911,1.0
ON094009_1901,ON100008_1911,1.0
ON095001_1901,ON101001_1911,1.0
ON095005_1901,ON101002_1911,1.0
ON095008_1901,ON101004_1911,1.0
ON095009_1901,ON101005_1911,1.0
ON096001_1901,ON102001_1911,1.0
ON096003_1901,ON102002_1911,1.0
ON096004_1901,ON102003_1911,1.0
ON097003_1901,ON103001_1911,1.0
ON097008_1901,ON103002_1911,1.0
ON097011_1901,ON103003_1911,1.0
ON097014_1901,ON103004_1911,1.0
ON097015_1901,ON103005_1911,1.0
ON099004_1901,ON103006_1911,1.0
ON099002_1901,ON104001_1911,1.0
ON098003_1901,ON104002_1911,1.0
ON098004_1901,ON104003_1911,1.0
ON100001_1901,ON105001_1911,1.0
ON100005_1901,ON105006_1911,1.0
ON100006_1901,ON105007_1911,1.0
ON101001_1901,ON106001_1911,1.0
ON093002_1901,ON107001_1911,1.0
ON091001_1901,ON108001_1911,1.0
ON091003_1901,ON108002_1911,1.0
ON091007_1901,ON108005_1911,1.0
ON091009_1901,ON108006_1911,1.0
ON091010_1901,ON108007_1911,1.0
ON091012_1901,ON108009_1911,1.0
ON091015_1901,ON108012_1911,1.0
ON091018_1901,ON108013_1911,1.0
ON091019_1901,ON108014_1911,1.0
ON091021_1901,ON108018_1911,1.0
ON091023_1901,ON108019_1911,1.0
ON091024_1901,ON108020_1911,1.0
ON091025_1901,ON108021_1911,1.0
ON091028_1901,ON108022_1911,0.9876
ON091027_1901,ON108025_1911,1.0
ON091029_1901,ON108026_1911,1.0
ON091031_1901,ON108028_1911,1.0
ON091032_1901,ON108029_1911,1.0
ON091034_1901,ON108031_1911,1.0
ON091036_1901,ON108032_1911,1.0
ON091037_1901,ON108033_1911,0.9873
ON091038_1901,ON108034_1911,1.0
ON091039_1901,ON108035_1911,1.0
ON091040_1901,ON108036_1911,1.0
ON091043_1901,ON108038_1911,1.0
ON091046_1901,ON108039_1911,1.0
ON051002_1901,ON109001_1911,1.0
ON051004_1901,ON109002_1911,1.0
ON103002_1901,ON109003_1911,1.0
ON103004_1901,ON109004_1911,1.0
ON103005_1901,ON109005_1911,1.0
ON103003_1901,ON109008_1911,1.0
ON104001_1901,ON110002_1911,1.0
ON104002_1901,ON110003_1911,1.0
ON125012_1901,ON110005_1911,1.0
ON105001_1901,ON111001_1911,1.0
ON105002_1901,ON111002_1911,1.0
ON105003_1901,ON111004_1911,1.0
ON105004_1901,ON111005_1911,1.0
ON104004_1901,ON111006_1911,1.0
ON106002_1901,ON112002_1911,1.0
ON106003_1901,ON112003_1911,1.0
ON106005_1901,ON112005_1911,1.0
ON106009_1901,ON112006_1911,0.9955
ON106010_1901,ON112007_1911,1.0
ON106018_1901,ON112008_1911,1.0
ON106021_1901,ON112009_1911,0.9966
ON106007_1901,ON113001_1911,1.0
ON107001_1901,ON113002_1911,1.0
ON119009_1901,ON113003_1911,1.0
ON106015_1901,ON113004_1911,1.0
ON107005_1901,ON113007_1911,0.9983
ON108001_1901,ON114001_1911,1.0
ON108002_1901,ON114002_1911,1.0
ON108003_1901,ON114003_1911,1.0
ON108004_1901,ON114004_1911,1.0
ON108007_1901,ON114005_1911,1.0
ON108009_1901,ON114006_1911,1.0
ON108010_1901,ON114007_1911,1.0
ON108006_1901,ON114008_1911,1.0
ON108005_1901,ON114009_1911,1.0
ON108008_1901,ON114010_1911,1.0
ON109002_1901,ON115002_1911,1.0
ON109004_1901,ON115004_1911,1.0
ON109009_1901,ON115010_1911,1.0
ON110003_1901,ON116004_1911,1.0
ON110006_1901,ON116008_1911,1.0
ON110009_1901,ON116011_1911,1.0
ON110011_1901,ON116012_1911,1.0
ON110012_1901,ON116013_1911,1.0
ON111001_1901,ON117001_1911,1.0
ON111003_1901,ON117002_1911,1.0
ON111004_1901,ON117003_1911,1.0
ON111007_1901,ON117006_1911,1.0
ON111008_1901,ON117007_1911,1.0
ON111010_1901,ON117009_1911,1.0
ON111011_1901,ON117011_1911,1.0
ON111015_1901,ON117014_1911,1.0
ON112001_1901,ON118001_1911,1.0
ON112003_1901,ON118002_1911,1.0
ON112004_1901,ON118003_1911,1.0
ON112005_1901,ON118004_1911,0.9932
ON112007_1901,ON118005_1911,1.0
ON112009_1901,ON118006_1911,1.0
ON112002_1901,ON118009_1911,1.0
ON113002_1901,ON119001_1911,1.0
ON113003_1901,ON119002_1911,0.9914
ON113008_1901,ON119003_1911,1.0
ON113013_1901,ON119004_1911,0.9888
ON114004_1901,ON120001_1911,1.0
ON114005_1901,ON120002_1911,1.0
ON113010_1901,ON120003_1911,1.0
ON114007_1901,ON120004_1911,1.0
ON114008_1901,ON120005_1911,0.9999
ON115004_1901,ON121002_1911,1.0
ON115005_1901,ON121004_1911,0.9928
ON115007_1901,ON121005_1911,1.0
ON115008_1901,ON121006_1911,1.0
ON053002_1901,ON122001_1911,1.0
ON053003_1901,ON122002_1911,0.9884
ON053005_1901,ON122004_1911,1.0
ON119002_1901,ON129002_1911,1.0
ON119004_1901,ON129006_1911,1.0
ON119006_1901,ON129010_1911,1.0
ON120002_1901,ON129011_1911,1.0
ON119007_1901,ON129012_1911,1.0
ON119010_1901,ON129019_1911,1.0
ON119011_1901,ON129021_1911,1.0
ON120004_1901,ON129022_1911,0.9928
ON119012_1901,ON129024_1911,1.0
ON120007_1901,ON129027_1911,1.0
ON121005_1901,ON130002_1911,1.0
ON121006_1901,ON130003_1911,1.0
ON122008_1901,ON131003_1911,1.0
ON123001_1901,ON132001_1911,1.0
ON123004_1901,ON132002_1911,1.0
ON123006_1901,ON132003_1911,1.0
ON123011_1901,ON132006_1911,1.0
ON067014_1901,ON132007_1911,1.0
ON123014_1901,ON132008_1911,1.0
ON123002_1901,ON132012_1911,1.0
ON123003_1901,ON132013_1911,1.0
ON123005_1901,ON132014_1911,1.0
ON123009_1901,ON132015_1911,1.0
ON125002_1901,ON133001_1911,1.0
ON124006_1901,ON133004_1911,1.0
ON125009_1901,ON133005_1911,1.0
ON124009_1901,ON133006_1911,1.0
ON126001_1901,ON134001_1911,1.0
ON126002_1901,ON134002_1911,1.0
ON126004_1901,ON134003_1911,1.0
ON124007_1901,ON134004_1911,1.0
ON124010_1901,ON134005_1911,1.0
ON126006_1901,ON134006_1911,1.0
ON127001_1901,ON135001_1911,1.0
ON127002_1901,ON135003_1911,1.0
ON128002_1901,ON135004_1911,1.0
ON128007_1901,ON135007_1911,1.0
ON128011_1901,ON135008_1911,1.0
ON129002_1901,ON136002_1911,1.0
ON131009_1901,ON136004_1911,1.0
ON130008_1901,ON137004_1911,1.0
ON100004_1901,ON105005_1911,1.0
BC002001_1901,BC011001_1911,0.9941
BC002002_1901,BC011002_1911,1.0
NL999999_1901,NL999999_1911,1.0
PE132002_1901,PE139001_1911,1.0
PE132003_1901,PE139002_1911,1.0
PE132004_1901,PE139003_1911,1.0
PE132005_1901,PE139004_1911,1.0
PE132006_1901,PE139005_1911,1.0
PE132007_1901,PE139006_1911,1.0
PE132008_1901,PE139007_1911,1.0
PE132010_1901,PE139009_1911,1.0
PE132011_1901,PE139010_1911,1.0
PE132012_1901,PE139011_1911,1.0
PE132013_1901,PE139012_1911,1.0
PE132014_1901,PE139013_1911,1.0
PE132015_1901,PE139014_1911,1.0
PE132016_1901,PE139015_1911,1.0
PE132017_1901,PE139016_1911,1.0
PE132018_1901,PE139017_1911,1.0
PE132019_1901,PE139021_1911,1.0
PE132001_1901,PE139022_1911,1.0
PE134001_1901,PE140001_1911,1.0
PE134002_1901,PE140002_1911,1.0
PE134003_1901,PE140003_1911,1.0
PE134004_1901,PE140004_1911,1.0
PE134005_1901,PE140005_1911,1.0
PE134006_1901,PE140006_1911,1.0
PE134007_1901,PE140007_1911,1.0
PE134008_1901,PE140008_1911,1.0
PE134009_1901,PE140009_1911,1.0
PE134010_1901,PE140010_1911,1.0
PE134011_1901,PE140011_1911,1.0
PE134012_1901,PE140012_1911,1.0
PE134013_1901,PE140013_1911,1.0
PE134014_1901,PE140014_1911,1.0
PE133002_1901,PE140015_1911,1.0
PE134015_1901,PE140016_1911,1.0
PE133004_1901,PE140018_1911,1.0
PE133005_1901,PE140019_1911,1.0
PE133006_1901,PE140020_1911,1.0
PE133007_1901,PE140021_1911,1.0
PE133008_1901,PE140022_1911,1.0
PE133009_1901,PE140023_1911,1.0
PE136002_1901,PE141001_1911,1.0
PE136003_1901,PE141002_1911,1.0
PE136004_1901,PE141003_1911,1.0
PE136005_1901,PE141004_1911,1.0
PE135001_1901,PE141005_1911,1.0
PE136006_1901,PE141008_1911,1.0
PE135003_1901,PE141011_1911,1.0
PE135004_1901,PE141012_1911,1.0
PE135005_1901,PE141013_1911,1.0
PE135006_1901,PE141014_1911,1.0
PE135007_1901,PE141015_1911,1.0
PE135008_1901,PE141016_1911,1.0
PE135009_1901,PE141017_1911,1.0
PE135010_1901,PE141018_1911,1.0
PE135011_1901,PE141019_1911,1.0
PE135012_1901,PE141020_1911,1.0
PE135013_1901,PE141021_1911,1.0
PE136008_1901,PE141022_1911,1.0
NS026002_1901,NS037001_1911,1.0
NS026003_1901,NS037002_1911,1.0
NS026005_1901,NS037003_1911,1.0
NS026006_1901,NS037004_1911,1.0
NS026007_1901,NS037005_1911,1.0
NS026008_1901,NS037006_1911,1.0
NS026009_1901,NS037007_1911,1.0
NS026010_1901,NS037008_1911,1.0
NS026011_1901,NS037009_1911,1.0
NS026012_1901,NS037010_1911,1.0
NS026013_1901,NS037011_1911,1.0
NS026014_1901,NS037012_1911,1.0
NS026015_1901,NS037013_1911,1.0
NS026016_1901,NS037014_1911,1.0
NS026017_1901,NS037015_1911,1.0
NS026018_1901,NS037016_1911,1.0
NS026019_1901,NS037017_1911,1.0
NS026021_1901,NS037019_1911,1.0
NS026022_1901,NS037020_1911,1.0
NS026023_1901,NS037021_1911,1.0
NS026024_1901,NS037022_1911,1.0
NS026025_1901,NS037023_1911,1.0
NS026026_1901,NS037024_1911,1.0
NS026027_1901,NS037025_1911,1.0
NS026028_1901,NS037026_1911,1.0
NS026001_1901,NS037027_1911,1.0
NS026004_1901,NS037028_1911,1.0
NS027001_1901,NS038001_1911,1.0
NS027004_1901,NS038003_1911,1.0
NS027005_1901,NS038005_1911,1.0
NS027006_1901,NS038006_1911,1.0
NS027007_1901,NS038007_1911,1.0
NS027008_1901,NS038008_1911,1.0
NS027009_1901,NS038009_1911,1.0
NS027010_1901,NS038010_1911,1.0
NS027011_1901,NS038011_1911,1.0
NS027012_1901,NS038012_1911,1.0
NS027013_1901,NS038013_1911,1.0
NS027014_1901,NS038014_1911,1.0
NS027016_1901,NS038015_1911,1.0
NS027017_1901,NS038016_1911,1.0
NS027002_1901,NS038017_1911,1.0
NS041002_1901,NS039003_1911,1.0
NS041003_1901,NS039004_1911,1.0
NS028004_1901,NS039006_1911,1.0
NS041006_1901,NS039008_1911,1.0
NS041007_1901,NS039010_1911,1.0
NS028010_1901,NS039011_1911,1.0
NS028012_1901,NS039012_1911,1.0
NS028015_1901,NS039013_1911,1.0
NS041008_1901,NS039014_1911,1.0
NS041009_1901,NS039015_1911,1.0
NS028018_1901,NS039016_1911,1.0
NS041012_1901,NS039019_1911,1.0
NS041013_1901,NS039020_1911,1.0
NS041014_1901,NS039021_1911,1.0
NS041015_1901,NS039022_1911,1.0
NS041016_1901,NS039023_1911,1.0
NS041017_1901,NS039024_1911,1.0
NS041018_1901,NS039025_1911,1.0
NS028001_1901,NS040001_1911,1.0
NS028002_1901,NS040002_1911,1.0
NS028003_1901,NS040003_1911,1.0
NS028007_1901,NS040005_1911,1.0
NS028011_1901,NS040009_1911,1.0
NS028014_1901,NS040010_1911,1.0
NS028016_1901,NS040011_1911,1.0
NS028021_1901,NS040014_1911,1.0
NS028023_1901,NS040015_1911,1.0
NS028025_1901,NS040018_1911,1.0
NS028028_1901,NS040019_1911,1.0
NS029001_1901,NS041001_1911,1.0
NS029002_1901,NS041002_1911,1.0
NS029003_1901,NS041004_1911,1.0
NS029004_1901,NS041005_1911,1.0
NS029005_1901,NS041006_1911,1.0
NS029006_1901,NS041007_1911,1.0
NS029007_1901,NS041008_1911,1.0
NS029008_1901,NS041009_1911,1.0
NS029009_1901,NS041010_1911,1.0
NS029010_1901,NS041011_1911,1.0
NS029012_1901,NS041013_1911,1.0
NS029013_1901,NS041014_1911,1.0
NS029014_1901,NS041015_1911,1.0
NS029015_1901,NS041016_1911,1.0
NS029016_1901,NS041017_1911,1.0
NS029017_1901,NS041018_1911,1.0
NS029018_1901,NS041019_1911,1.0
NS029020_1901,NS041020_1911,1.0
NS029021_1901,NS041021_1911,1.0
NS029022_1901,NS041022_1911,1.0
NS031001_1901,NS043001_1911,1.0
NS031002_1901,NS043002_1911,1.0
NS031003_1901,NS043003_1911,1.0
NS031004_1901,NS043004_1911,1.0
NS031005_1901,NS043005_1911,1.0
NS031007_1901,NS043006_1911,1.0
NS031008_1901,NS043007_1911,1.0
NS031009_1901,NS043008_1911,1.0
NS031010_1901,NS043009_1911,1.0
NS031012_1901,NS043011_1911,1.0
NS031013_1901,NS043012_1911,1.0
NS031014_1901,NS043013_1911,1.0
NS031015_1901,NS043014_1911,1.0
NS031016_1901,NS043015_1911,1.0
NS031017_1901,NS043016_1911,1.0
NS031018_1901,NS043017_1911,1.0
NS031019_1901,NS043018_1911,1.0
NS031020_1901,NS043019_1911,1.0
NS031021_1901,NS043020_1911,1.0
NS031022_1901,NS043021_1911,1.0
NS031023_1901,NS043022_1911,1.0
NS031024_1901,NS043023_1911,1.0
NS031006_1901,NS043024_1911,1.0
NS032001_1901,NS044002_1911,1.0
NS032003_1901,NS044004_1911,1.0
NS032004_1901,NS044005_1911,1.0
NS032005_1901,NS044006_1911,1.0
NS032006_1901,NS044007_1911,1.0
NS032007_1901,NS044009_1911,1.0
NS032008_1901,NS044011_1911,1.0
NS032009_1901,NS044012_1911,1.0
NS032012_1901,NS044016_1911,1.0
NS032013_1901,NS044017_1911,1.0
NS032014_1901,NS044018_1911,1.0
NS032015_1901,NS044019_1911,1.0
NS032016_1901,NS044020_1911,1.0
NS032017_1901,NS044021_1911,1.0
NS032019_1901,NS044024_1911,1.0
NS032020_1901,NS044025_1911,1.0
NS032021_1901,NS044026_1911,1.0
NS033011_1901,NS045004_1911,1.0
NS033013_1901,NS045005_1911,1.0
NS033014_1901,NS045006_1911,1.0
NS033015_1901,NS045007_1911,1.0
NS033016_1901,NS045008_1911,1.0
NS033017_1901,NS045009_1911,1.0
NS033018_1901,NS045010_1911,1.0
NS033019_1901,NS045011_1911,1.0
NS033020_1901,NS045012_1911,1.0
NS033021_1901,NS045013_1911,1.0
NS033022_1901,NS045014_1911,1.0
NS033023_1901,NS045015_1911,1.0
NS033024_1901,NS045016_1911,1.0
NS033025_1901,NS045017_1911,1.0
NS033026_1901,NS045018_1911,1.0
NS033027_1901,NS045019_1911,1.0
NS033028_1901,NS045020_1911,1.0
NS033029_1901,NS045021_1911,1.0
NS033030_1901,NS045022_1911,1.0
NS033031_1901,NS045023_1911,1.0
NS033032_1901,NS045024_1911,1.0
NS033033_1901,NS045025_1911,1.0
NS033034_1901,NS045026_1911,1.0
NS033035_1901,NS045027_1911,1.0
NS033037_1901,NS045029_1911,1.0
NS033038_1901,NS045030_1911,1.0
NS033039_1901,NS045031_1911,1.0
NS033040_1901,NS045032_1911,1.0
NS033041_1901,NS045033_1911,1.0
NS033042_1901,NS045034_1911,1.0
NS033043_1901,NS045035_1911,1.0
NS033044_1901,NS045037_1911,1.0
NS033046_1901,NS045038_1911,1.0
NS033047_1901,NS045039_1911,1.0
NS034001_1901,NS046001_1911,1.0
NS034002_1901,NS046002_1911,1.0
NS034003_1901,NS046003_1911,1.0
NS034004_1901,NS046004_1911,1.0
NS034005_1901,NS046005_1911,1.0
NS034007_1901,NS046006_1911,1.0
NS034008_1901,NS046007_1911,1.0
NS034009_1901,NS046008_1911,1.0
NS034010_1901,NS046009_1911,1.0
NS034011_1901,NS046010_1911,1.0
NS034012_1901,NS046011_1911,1.0
NS034013_1901,NS046012_1911,1.0
NS034014_1901,NS046013_1911,1.0
NS034015_1901,NS046014_1911,1.0
NS034016_1901,NS046015_1911,1.0
NS034017_1901,NS046016_1911,1.0
NS034018_1901,NS046017_1911,1.0
NS034006_1901,NS046018_1911,1.0
NS035001_1901,NS047001_1911,1.0
NS035002_1901,NS047002_1911,1.0
NS035003_1901,NS047004_1911,1.0
NS035005_1901,NS047005_1911,1.0
NS035006_1901,NS047006_1911,1.0
NS035007_1901,NS047007_1911,1.0
NS035008_1901,NS047008_1911,1.0
NS035014_1901,NS047014_1911,1.0
NS035015_1901,NS047015_1911,1.0
NS035016_1901,NS047016_1911,1.0
NS035021_1901,NS047020_1911,1.0
NS035023_1901,NS047022_1911,1.0
NS035017_1901,NS047027_1911,1.0
NS036007_1901,NS048003_1911,1.0
NS036010_1901,NS048006_1911,1.0
NS036021_1901,NS048012_1911,1.0
NS036022_1901,NS048013_1911,1.0
NS037001_1901,NS049001_1911,1.0
NS037002_1901,NS049002_1911,1.0
NS037003_1901,NS049004_1911,1.0
NS037009_1901,NS049008_1911,1.0
NS037012_1901,NS049011_1911,1.0
NS037014_1901,NS049013_1911,1.0
NS037015_1901,NS049015_1911,1.0
NS037016_1901,NS049020_1911,1.0
NS037017_1901,NS049021_1911,1.0
NS037019_1901,NS049022_1911,1.0
NS037020_1901,NS049023_1911,1.0
NS037021_1901,NS049024_1911,1.0
NS037022_1901,NS049025_1911,1.0
NS037023_1901,NS049026_1911,1.0
NS037025_1901,NS049027_1911,1.0
NS037026_1901,NS049028_1911,1.0
NS037027_1901,NS049029_1911,1.0
NS037029_1901,NS049031_1911,1.0
NS037030_1901,NS049032_1911,1.0
NS037033_1901,NS049038_1911,1.0
NS037034_1901,NS049039_1911,1.0
NS037035_1901,NS049040_1911,1.0
NS038001_1901,NS050001_1911,1.0
NS038004_1901,NS050003_1911,1.0
NS038005_1901,NS050005_1911,1.0
NS038006_1901,NS050006_1911,1.0
NS038007_1901,NS050007_1911,1.0
NS038008_1901,NS050008_1911,1.0
NS038010_1901,NS050010_1911,1.0
NS038012_1901,NS050012_1911,0.9884
NS038013_1901,NS050013_1911,1.0
NS038015_1901,NS050015_1911,1.0
NS038016_1901,NS050016_1911,1.0
NS038017_1901,NS050017_1911,1.0
NS038018_1901,NS050018_1911,1.0
NS038019_1901,NS050019_1911,1.0
NS038020_1901,NS050020_1911,1.0
NS038021_1901,NS050021_1911,1.0
NS038023_1901,NS050023_1911,1.0
NS038024_1901,NS050024_1911,1.0
NS038026_1901,NS050025_1911,1.0
NS038027_1901,NS050026_1911,1.0
NS038029_1901,NS050027_1911,1.0
NS038032_1901,NS050029_1911,1.0
NS038033_1901,NS050030_1911,1.0
NS038034_1901,NS050031_1911,1.0
NS038036_1901,NS050032_1911,1.0
NS038025_1901,NS050033_1911,1.0
NS038035_1901,NS050036_1911,1.0
NS039001_1901,NS051001_1911,1.0
NS039003_1901,NS051004_1911,1.0
NS039004_1901,NS051005_1911,1.0
NS039005_1901,NS051006_1911,1.0
NS039006_1901,NS051007_1911,1.0
NS039014_1901,NS051008_1911,1.0
NS039007_1901,NS051009_1911,1.0
NS039008_1901,NS051010_1911,1.0
NS039010_1901,NS051012_1911,1.0
NS039011_1901,NS051013_1911,1.0
NS039012_1901,NS051014_1911,1.0
NS039013_1901,NS051015_1911,1.0
NS039015_1901,NS051016_1911,1.0
NS039016_1901,NS051017_1911,1.0
NS040001_1901,NS052001_1911,1.0
NS040020_1901,NS052002_1911,1.0
NS040021_1901,NS052003_1911,1.0
NS040022_1901,NS052004_1911,1.0
NS040003_1901,NS052008_1911,1.0
NS040023_1901,NS052011_1911,1.0
NS040024_1901,NS052013_1911,1.0
NS040006_1901,NS052014_1911,1.0
NS040007_1901,NS052015_1911,1.0
NS040025_1901,NS052016_1911,1.0
NS040028_1901,NS052018_1911,1.0
NS040010_1901,NS052019_1911,1.0
NS040011_1901,NS052020_1911,1.0
NS040012_1901,NS052021_1911,1.0
NS040029_1901,NS052022_1911,1.0
NS040030_1901,NS052023_1911,1.0
NS040015_1901,NS052026_1911,1.0
NS040016_1901,NS052027_1911,1.0
NS040031_1901,NS052028_1911,1.0
NS040018_1901,NS052029_1911,1.0
NS040008_1901,NS052031_1911,1.0
NS042001_1901,NS053001_1911,1.0
NS042003_1901,NS053003_1911,1.0
NS042004_1901,NS053004_1911,1.0
NS042005_1901,NS053005_1911,1.0
NS042006_1901,NS053006_1911,1.0
NS042007_1901,NS053007_1911,1.0
NS042008_1901,NS053008_1911,1.0
NS042009_1901,NS053009_1911,1.0
NS042010_1901,NS053010_1911,1.0
NS042012_1901,NS053012_1911,1.0
NS042014_1901,NS053013_1911,1.0
NS042013_1901,NS053014_1911,1.0
NS042016_1901,NS053016_1911,1.0
NS042018_1901,NS053018_1911,1.0
NS042019_1901,NS053019_1911,1.0
NS037999_1901,NS037999_1911,1.0
NS039999_1901,NS039999_1911,1.0
NS043999_1901,NS043999_1911,1.0
NS044999_1901,NS044999_1911,1.0
NS045999_1901,NS045999_1911,1.0
NS046999_1901,NS046999_1911,1.0
NS047999_1901,NS047999_1911,1.0
NS050999_1901,NS050999_1911,1.0
NS052999_1901,NS052999_1911,1.0
NS053999_1901,NS053999_1911,1.0
NB014001_1901,NB025001_1911,1.0
NB014002_1901,NB025002_1911,1.0
NB014003_1901,NB025003_1911,1.0
NB014004_1901,NB025004_1911,1.0
NB014005_1901,NB025005_1911,1.0
NB014006_1901,NB025006_1911,1.0
NB014007_1901,NB025007_1911,1.0
NB014008_1901,NB025008_1911,1.0
NB014009_1901,NB025009_1911,1.0
NB014010_1901,NB025010_1911,1.0
NB014011_1901,NB025011_1911,1.0
NB015001_1901,NB026001_1911,1.0
NB015002_1901,NB026002_1911,1.0
NB015003_1901,NB026003_1911,1.0
NB015004_1901,NB026004_1911,1.0
NB015005_1901,NB026005_1911,1.0
NB015006_1901,NB026006_1911,1.0
NB015008_1901,NB026007_1911,1.0
NB015010_1901,NB026009_1911,1.0
NB015011_1901,NB026010_1911,1.0
NB015013_1901,NB026012_1911,1.0
NB015014_1901,NB026013_1911,1.0
NB015017_1901,NB026015_1911,1.0
NB016001_1901,NB027001_1911,0.9988
NB016003_1901,NB027003_1911,1.0
NB016004_1901,NB027004_1911,1.0
NB016005_1901,NB027005_1911,1.0
NB016006_1901,NB027006_1911,1.0
NB016007_1901,NB027007_1911,1.0
NB016008_1901,NB027008_1911,1.0
NB016009_1901,NB027009_1911,1.0
NB017001_1901,NB028001_1911,1.0
NB017002_1901,NB028002_1911,1.0
NB017003_1901,NB028003_1911,1.0
NB017004_1901,NB028004_1911,1.0
NB017005_1901,NB028005_1911,0.9914
NB017007_1901,NB028007_1911,1.0
NB017008_1901,NB028008_1911,1.0
NB017009_1901,NB028009_1911,1.0
NB017010_1901,NB028010_1911,1.0
NB018001_1901,NB029001_1911,1.0
NB018002_1901,NB029002_1911,1.0
NB018003_1901,NB029003_1911,1.0
NB018004_1901,NB029004_1911,0.98
NB018005_1901,NB029005_1911,1.0
NB018006_1901,NB029006_1911,1.0
NB018007_1901,NB029007_1911,1.0
NB018008_1901,NB029008_1911,1.0
NB018009_1901,NB029009_1911,1.0
NB018010_1901,NB029010_1911,1.0
NB018011_1901,NB029011_1911,1.0
NB018012_1901,NB029012_1911,0.9904
NB018013_1901,NB029013_1911,1.0
NB018014_1901,NB029014_1911,1.0
NB018015_1901,NB029015_1911,1.0
NB013001_1901,NB029016_1911,1.0
NB013002_1901,NB029017_1911,1.0
NB013003_1901,NB029018_1911,1.0
NB013004_1901,NB029019_1911,1.0
NB013005_1901,NB029020_1911,0.992
NB013006_1901,NB029021_1911,1.0
NB019001_1901,NB030001_1911,1.0
NB019002_1901,NB030002_1911,1.0
NB019003_1901,NB030003_1911,1.0
NB019005_1901,NB030005_1911,1.0
NB019006_1901,NB030006_1911,1.0
NB019007_1901,NB030007_1911,1.0
NB019008_1901,NB030008_1911,1.0
NB019009_1901,NB030009_1911,1.0
NB019010_1901,NB030010_1911,0.9962
NB019011_1901,NB030011_1911,1.0
NB019012_1901,NB030012_1911,1.0
NB019013_1901,NB030013_1911,1.0
NB020001_1901,NB031001_1911,0.9976
NB020002_1901,NB031002_1911,1.0
NB020003_1901,NB031003_1911,1.0
NB020004_1901,NB031004_1911,0.9844
NB020006_1901,NB031006_1911,1.0
NB021014_1901,NB032001_1911,1.0
NB021015_1901,NB032002_1911,1.0
NB021016_1901,NB032003_1911,1.0
